Date Open High Low Close "Adj Close" Volume
2017-07-19 2463.850098 2473.830078 2463.850098 2473.830078 2473.830078 3059760000
2017-07-20 2475.560059 2477.6201170000004 2468.429932 2473.449951 2473.449951 3182780000
2017-07-21 2467.399902 2472.540039 2465.060059 2472.540039 2472.540039 3059570000
2017-07-24 2472.040039 2473.100098 2466.320068 2469.909912 2469.909912 3010240000
2017-07-25 2477.8798829999996 2481.23999 2474.909912 2477.1298829999996 2477.1298829999996 4108060000
2017-07-26 2479.969971 2481.689941 2474.939941 2477.830078 2477.830078 3557020000
2017-07-27 2482.76001 2484.040039 2459.929932 2475.419922 2475.419922 3995520000
2017-07-28 2469.1201170000004 2473.530029 2464.659912 2472.100098 2472.100098 3294770000
2017-07-31 2475.939941 2477.959961 2468.530029 2470.300049 2470.300049 3469210000
2017-08-01 2477.100098 2478.51001 2471.139893 2476.350098 2476.350098 3460860000
2017-08-02 2480.3798829999996 2480.3798829999996 2466.47998 2477.570068 2477.570068 3478580000
2017-08-03 2476.030029 2476.030029 2468.850098 2472.159912 2472.159912 3645020000
2017-08-04 2476.8798829999996 2480.0 2472.080078 2476.830078 2476.830078 3235140000
2017-08-07 2477.139893 2480.949951 2475.8798829999996 2480.909912 2480.909912 2931780000
2017-08-08 2478.350098 2490.8701170000004 2470.320068 2474.919922 2474.919922 3344640000
2017-08-09 2465.350098 2474.409912 2462.080078 2474.02002 2474.02002 3308060000
2017-08-10 2465.3798829999996 2465.3798829999996 2437.75 2438.209961 2438.209961 3621070000
2017-08-11 2441.040039 2448.090088 2437.850098 2441.320068 2441.320068 3159930000
2017-08-14 2454.959961 2468.219971 2454.959961 2465.840088 2465.840088 2822550000
2017-08-15 2468.659912 2468.899902 2461.610107 2464.610107 2464.610107 2913100000
2017-08-16 2468.6298829999996 2474.929932 2463.860107 2468.110107 2468.110107 2953650000
2017-08-17 2462.949951 2465.02002 2430.01001 2430.01001 2430.01001 3142620000
2017-08-18 2427.639893 2440.27002 2420.689941 2425.550049 2425.550049 3415680000
2017-08-21 2425.5 2430.580078 2417.350098 2428.3701170000004 2428.3701170000004 2788150000
2017-08-22 2433.75 2454.77002 2433.669922 2452.51001 2452.51001 2777490000
2017-08-23 2444.8798829999996 2448.909912 2441.419922 2444.040039 2444.040039 2785290000
2017-08-24 2447.909912 2450.389893 2436.189941 2438.969971 2438.969971 2846590000
2017-08-25 2444.719971 2453.959961 2442.219971 2443.050049 2443.050049 2588780000
2017-08-28 2447.350098 2449.1201170000004 2439.030029 2444.23999 2444.23999 2677700000
2017-08-29 2431.939941 2449.189941 2428.199951 2446.300049 2446.300049 2737580000
2017-08-30 2446.060059 2460.310059 2443.77002 2457.590088 2457.590088 2633660000
2017-08-31 2462.649902 2475.01001 2462.649902 2471.649902 2471.649902 3348110000
2017-09-01 2474.419922 2480.3798829999996 2473.850098 2476.550049 2476.550049 2710730000
2017-09-05 2470.350098 2471.969971 2446.550049 2457.850098 2457.850098 3490260000
2017-09-06 2463.830078 2469.639893 2459.199951 2465.540039 2465.540039 3374410000
2017-09-07 2468.060059 2468.6201170000004 2460.290039 2465.100098 2465.100098 3353930000
2017-09-08 2462.25 2467.110107 2459.399902 2461.429932 2461.429932 3302490000
2017-09-11 2474.52002 2488.949951 2474.52002 2488.110107 2488.110107 3291760000
2017-09-12 2491.939941 2496.77002 2490.3701170000004 2496.47998 2496.47998 3230920000
2017-09-13 2493.889893 2498.3701170000004 2492.139893 2498.3701170000004 2498.3701170000004 3368050000
2017-09-14 2494.560059 2498.429932 2491.350098 2495.6201170000004 2495.6201170000004 3414460000
2017-09-15 2495.669922 2500.22998 2493.159912 2500.22998 2500.22998 4853170000
2017-09-18 2502.51001 2508.320068 2499.919922 2503.8701170000004 2503.8701170000004 3194300000
2017-09-19 2506.290039 2507.840088 2503.189941 2506.649902 2506.649902 3249100000
2017-09-20 2506.840088 2508.850098 2496.669922 2508.23999 2508.23999 3530010000
2017-09-21 2507.159912 2507.159912 2499.0 2500.600098 2500.600098 2930860000
2017-09-22 2497.26001 2503.469971 2496.540039 2502.219971 2502.219971 2865960000
2017-09-25 2499.389893 2502.540039 2488.030029 2496.659912 2496.659912 3297890000
2017-09-26 2501.040039 2503.51001 2495.1201170000004 2496.840088 2496.840088 3043110000
2017-09-27 2503.300049 2511.75 2495.909912 2507.040039 2507.040039 3456030000
2017-09-28 2503.409912 2510.810059 2502.929932 2510.060059 2510.060059 3168620000
2017-09-29 2509.959961 2519.439941 2507.98999 2519.360107 2519.360107 3211920000
2017-10-02 2521.199951 2529.22998 2520.399902 2529.1201170000004 2529.1201170000004 3199730000
2017-10-03 2530.340088 2535.1298829999996 2528.850098 2534.580078 2534.580078 3068850000
2017-10-04 2533.47998 2540.530029 2531.800049 2537.73999 2537.73999 3017120000
2017-10-05 2540.860107 2552.51001 2540.02002 2552.070068 2552.070068 3045120000
2017-10-06 2547.439941 2549.409912 2543.790039 2549.330078 2549.330078 2884570000
2017-10-09 2551.389893 2551.820068 2541.600098 2544.72998 2544.72998 2483970000
2017-10-10 2549.98999 2555.22998 2544.860107 2550.639893 2550.639893 2960500000
2017-10-11 2550.6201170000004 2555.23999 2547.949951 2555.23999 2555.23999 2976090000
2017-10-12 2552.8798829999996 2555.330078 2548.310059 2550.929932 2550.929932 3151510000
2017-10-13 2555.659912 2557.649902 2552.090088 2553.169922 2553.169922 3149440000
2017-10-16 2555.570068 2559.469971 2552.639893 2557.639893 2557.639893 2916020000
2017-10-17 2557.169922 2559.709961 2554.689941 2559.360107 2559.360107 2889390000
2017-10-18 2562.8701170000004 2564.110107 2559.669922 2561.26001 2561.26001 2998090000
2017-10-19 2553.389893 2562.360107 2547.919922 2562.100098 2562.100098 2990710000
2017-10-20 2567.560059 2575.439941 2567.560059 2575.209961 2575.209961 3384650000
2017-10-23 2578.080078 2578.290039 2564.330078 2564.97998 2564.97998 3211710000
2017-10-24 2568.659912 2572.179932 2565.580078 2569.1298829999996 2569.1298829999996 3427330000
2017-10-25 2566.52002 2567.399902 2544.0 2557.149902 2557.149902 3874510000
2017-10-26 2560.080078 2567.070068 2559.800049 2560.399902 2560.399902 3869050000
2017-10-27 2570.26001 2582.97998 2565.939941 2581.070068 2581.070068 3887110000
2017-10-30 2577.75 2580.030029 2568.25 2572.830078 2572.830078 3658870000
2017-10-31 2575.98999 2578.290039 2572.149902 2575.26001 2575.26001 3827230000
2017-11-01 2583.209961 2588.399902 2574.919922 2579.360107 2579.360107 3813180000
2017-11-02 2579.459961 2581.110107 2566.169922 2579.850098 2579.850098 4048270000
2017-11-03 2581.929932 2588.419922 2576.77002 2587.840088 2587.840088 3567710000
2017-11-06 2587.469971 2593.3798829999996 2585.659912 2591.1298829999996 2591.1298829999996 3539080000
2017-11-07 2592.110107 2597.02002 2584.350098 2590.639893 2590.639893 3809650000
2017-11-08 2588.709961 2595.469971 2585.02002 2594.3798829999996 2594.3798829999996 3899360000
2017-11-09 2584.0 2586.5 2566.330078 2584.6201170000004 2584.6201170000004 3831610000
2017-11-10 2580.179932 2583.810059 2575.570068 2582.300049 2582.300049 3486910000
2017-11-13 2576.530029 2587.659912 2574.47998 2584.840088 2584.840088 3402930000
2017-11-14 2577.75 2579.659912 2566.560059 2578.8701170000004 2578.8701170000004 3641760000
2017-11-15 2569.449951 2572.840088 2557.449951 2564.6201170000004 2564.6201170000004 3558890000
2017-11-16 2572.949951 2590.090088 2572.949951 2585.639893 2585.639893 3312710000
2017-11-17 2582.939941 2583.959961 2577.6201170000004 2578.850098 2578.850098 3300160000
2017-11-20 2579.48999 2584.639893 2578.23999 2582.139893 2582.139893 3003540000
2017-11-21 2589.169922 2601.189941 2589.169922 2599.030029 2599.030029 3332720000
2017-11-22 2600.310059 2600.939941 2595.22998 2597.080078 2597.080078 2762950000
2017-11-24 2600.419922 2604.209961 2600.419922 2602.419922 2602.419922 1349780000
2017-11-27 2602.659912 2606.409912 2598.8701170000004 2601.419922 2601.419922 3006860000
2017-11-28 2605.939941 2627.689941 2605.439941 2627.040039 2627.040039 3488420000
2017-11-29 2627.820068 2634.889893 2620.320068 2626.070068 2626.070068 4078280000
2017-11-30 2633.929932 2657.73999 2633.929932 2647.580078 2647.580078 4938490000
2017-12-01 2645.100098 2650.6201170000004 2605.52002 2642.219971 2642.219971 3942320000
2017-12-04 2657.189941 2665.189941 2639.030029 2639.439941 2639.439941 4023150000
2017-12-05 2639.780029 2648.719971 2627.72998 2629.570068 2629.570068 3539040000
2017-12-06 2626.23999 2634.409912 2624.75 2629.27002 2629.27002 3229000000
2017-12-07 2628.3798829999996 2640.98999 2626.530029 2636.97998 2636.97998 3292400000
2017-12-08 2646.209961 2651.649902 2644.100098 2651.5 2651.5 3106150000
2017-12-11 2652.189941 2660.330078 2651.469971 2659.98999 2659.98999 3091950000
2017-12-12 2661.72998 2669.719971 2659.780029 2664.110107 2664.110107 3555680000
2017-12-13 2667.590088 2671.8798829999996 2662.850098 2662.850098 2662.850098 3542370000
2017-12-14 2665.8701170000004 2668.090088 2652.01001 2652.01001 2652.01001 3430030000
2017-12-15 2660.6298829999996 2679.6298829999996 2659.139893 2675.810059 2675.810059 5723920000
2017-12-18 2685.919922 2694.969971 2685.919922 2690.159912 2690.159912 3724660000
2017-12-19 2692.709961 2694.439941 2680.73999 2681.469971 2681.469971 3368590000
2017-12-20 2688.179932 2691.01001 2676.110107 2679.25 2679.25 3241030000
2017-12-21 2683.02002 2692.639893 2682.399902 2684.570068 2684.570068 3273390000
2017-12-22 2684.219971 2685.350098 2678.1298829999996 2683.340088 2683.340088 2399830000
2017-12-26 2679.090088 2682.73999 2677.959961 2680.5 2680.5 1968780000
2017-12-27 2682.100098 2685.639893 2678.909912 2682.6201170000004 2682.6201170000004 2202080000
2017-12-28 2686.100098 2687.659912 2682.689941 2687.540039 2687.540039 2153330000
2017-12-29 2689.149902 2692.1201170000004 2673.610107 2673.610107 2673.610107 2443490000
2018-01-02 2683.72998 2695.889893 2682.360107 2695.810059 2695.810059 3367250000
2018-01-03 2697.850098 2714.3701170000004 2697.77002 2713.060059 2713.060059 3538660000
2018-01-04 2719.310059 2729.290039 2719.070068 2723.98999 2723.98999 3695260000
2018-01-05 2731.330078 2743.449951 2727.919922 2743.149902 2743.149902 3236620000
2018-01-08 2742.669922 2748.51001 2737.600098 2747.709961 2747.709961 3242650000
2018-01-09 2751.149902 2759.139893 2747.860107 2751.290039 2751.290039 3453480000
2018-01-10 2745.550049 2750.800049 2736.060059 2748.22998 2748.22998 3576350000
2018-01-11 2752.969971 2767.560059 2752.780029 2767.560059 2767.560059 3641320000
2018-01-12 2770.179932 2787.850098 2769.639893 2786.23999 2786.23999 3573970000
2018-01-16 2798.959961 2807.540039 2768.639893 2776.419922 2776.419922 4325970000
2018-01-17 2784.98999 2807.040039 2778.3798829999996 2802.560059 2802.560059 3778050000
2018-01-18 2802.399902 2805.830078 2792.560059 2798.030029 2798.030029 3681470000
2018-01-19 2802.600098 2810.330078 2798.080078 2810.300049 2810.300049 3639430000
2018-01-22 2809.159912 2833.030029 2808.1201170000004 2832.969971 2832.969971 3471780000
2018-01-23 2835.050049 2842.23999 2830.590088 2839.1298829999996 2839.1298829999996 3519650000
2018-01-24 2845.419922 2852.969971 2824.810059 2837.540039 2837.540039 4014070000
2018-01-25 2846.23999 2848.560059 2830.939941 2839.25 2839.25 3835150000
2018-01-26 2847.47998 2872.8701170000004 2846.179932 2872.8701170000004 2872.8701170000004 3443230000
2018-01-29 2867.22998 2870.6201170000004 2851.47998 2853.530029 2853.530029 3573830000
2018-01-30 2832.73999 2837.75 2818.27002 2822.429932 2822.429932 3990650000
2018-01-31 2832.409912 2839.26001 2813.040039 2823.810059 2823.810059 4261280000
2018-02-01 2816.449951 2835.959961 2812.699951 2821.97998 2821.97998 3938450000
2018-02-02 2808.919922 2808.919922 2759.969971 2762.1298829999996 2762.1298829999996 4301130000
2018-02-05 2741.060059 2763.389893 2638.169922 2648.939941 2648.939941 5283460000
2018-02-06 2614.780029 2701.040039 2593.070068 2695.139893 2695.139893 5891660000
2018-02-07 2690.949951 2727.669922 2681.330078 2681.659912 2681.659912 4626570000
2018-02-08 2685.01001 2685.27002 2580.560059 2581.0 2581.0 5305440000
2018-02-09 2601.780029 2638.669922 2532.689941 2619.550049 2619.550049 5680070000
2018-02-12 2636.75 2672.610107 2622.449951 2656.0 2656.0 4055790000
2018-02-13 2646.27002 2668.840088 2637.080078 2662.939941 2662.939941 3472870000
2018-02-14 2651.209961 2702.100098 2648.8701170000004 2698.6298829999996 2698.6298829999996 4003740000
2018-02-15 2713.459961 2731.51001 2689.820068 2731.199951 2731.199951 3684910000
